"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_sign_in_negative_no_password[chromium]","tests.sign_in","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestSignInNegative","negative_test","",""
"","0","test_search_by_all_category[chromium]","tests.search_bar","Tue Aug 05 20:13:17 GMT 2025","broken","Tue Aug 05 20:13:17 GMT 2025","TestSearchByAllCategory","search_by_all_category_test","",""
"","0","test_your_watchlist[chromium]","tests.top_nav_bar.account_menu","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestYourProfile","your_profile_test","",""
"","0","test_transfer_movie_to_watchlist[chromium]","tests.watchlist.your_list.edit_your_list","Tue Aug 05 20:13:21 GMT 2025","broken","Tue Aug 05 20:13:21 GMT 2025","TestTransferMovieToWatchlist","move_movies_to_watchlist_test","",""
"","1","test_sign_in[chromium]","tests.sign_in","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestSignIn","sign_in_test","",""
"","0","test_titles_search1[chromium]","tests.search_bar.advanced_search","Tue Aug 05 20:13:17 GMT 2025","broken","Tue Aug 05 20:13:17 GMT 2025","TestTitlesSearch1","titles_search1_test","",""
"","0","test_sign_in_negative_no_email[chromium]","tests.sign_in","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestSignInNegative","negative_test","",""
"","0","test_add_movie_from_explore_section_to_watchlist[chromium]","tests.watchlist","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestAddMovieFromExploreSectionToWatchlist","add_movie_from_explore_section_to_watchlist_test","",""
"","0","test_create_titles_list_add_video[chromium]","tests.watchlist.your_list","Tue Aug 05 20:13:21 GMT 2025","broken","Tue Aug 05 20:13:21 GMT 2025","TestCreateTitlesListAddVideo","create_titles_list_add_video_test","",""
"","0","test_add_new_watchlist[chromium]","tests.watchlist.your_list","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestAddImageTolist","create_images_list_add_image_test","",""
"","0","test_search_by_keywords_category[chromium]","tests.search_bar","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestSearchByKeywordsCategory","search_by_keywords_category_test","",""
"","0","test_your_ratings[chromium]","tests.top_nav_bar.account_menu","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestYourProfile","your_profile_test","",""
"","0","test_your_watch_history[chromium]","tests.top_nav_bar.account_menu","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestYourProfile","your_profile_test","",""
"","0","test_add_new_watchlist[chromium]","tests.watchlist.your_list","Tue Aug 05 20:13:21 GMT 2025","broken","Tue Aug 05 20:13:21 GMT 2025","TestAddVideosToWatchlist","create_video_list_add_videos_test","",""
"","0","test_add_to_watchlist[chromium]","tests.videos","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestMarkAsWatched","mark_as_watched_test","",""
"","0","test_search_by_titles_category[chromium]","tests.search_bar","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestSearchByTitlesCategory","search_by_titles_category_test","",""
