"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_add_movie_from_top_picks_to_watchlist[chromium]","tests.watchlist","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestAddMovieFromTopPicksToWatchlist","add_movie_from_top_picks_to_watchlist_test","",""
"","0","test_copy_movie_to_watchlist[chromium]","tests.watchlist.your_list","Tue Aug 05 20:13:21 GMT 2025","broken","Tue Aug 05 20:13:21 GMT 2025","TestCopyMovieToWatchlist","delete_movies_from_lists_test","",""
"","0","test_menu[chromium]","tests.top_nav_bar","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestMenu","menu_test","",""
"","0","test_imdb_pro_btn[chromium]","tests.top_nav_bar","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestImdbProBtn","imdb_pro_btn_test","",""
"","0","test_transfer_movie[chromium]","tests.watchlist.your_list.edit_your_list","Tue Aug 05 20:13:21 GMT 2025","broken","Tue Aug 05 20:13:21 GMT 2025","TestTransferMovie","move_movies_between_lists_test","",""
"","0","test_titles_search3[chromium]","tests.search_bar.advanced_search","Tue Aug 05 20:13:17 GMT 2025","broken","Tue Aug 05 20:13:17 GMT 2025","TestTitlesSearch3","titles_search3_test","",""
"","0","test_add_to_watchlist[chromium]","tests.videos","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestAddToWatchList","add_to_watchlist_test","",""
"","0","test_your_profile[chromium]","tests.top_nav_bar.account_menu","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestYourProfile","your_profile_test","",""
"","0","test_search_by_tv_episodes_category[chromium]","tests.search_bar","Tue Aug 05 20:13:17 GMT 2025","broken","Tue Aug 05 20:13:17 GMT 2025","TestSearchByTvEpisodesCategory","search_by_category_tv_episodes_test","",""
"","0","test_search_by_companies_category[chromium]","tests.search_bar","Tue Aug 05 20:13:18 GMT 2025","broken","Tue Aug 05 20:13:18 GMT 2025","TestSearchByCompaniesCategory","search_by_companies_category_test","",""
"","0","test_account_settings[chromium]","tests.top_nav_bar.account_menu","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestYourProfile","your_profile_test","",""
"","0","test_rate_video[chromium]","tests.videos","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestRateVideo","rate_video_test","",""
"","0","test_imdb_btn[chromium]","tests.top_nav_bar","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestImdbBtn","imdb_btn_test","",""
"","0","test_sing_out[chromium]","tests.top_nav_bar.account_menu","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestYourProfile","your_profile_test","",""
"","0","test_delete_list[chromium]","tests.watchlist.your_list","Tue Aug 05 20:13:21 GMT 2025","broken","Tue Aug 05 20:13:21 GMT 2025","TestDeleteList","delete_list_test","",""
"","0","test_copy_movie_to_watchlist[chromium]","tests.watchlist.your_list.edit_your_list","Tue Aug 05 20:13:21 GMT 2025","broken","Tue Aug 05 20:13:21 GMT 2025","TestCopyMovieToWatchlist","copy_movies_to_watchlist_test","",""
"","0","test_titles_search2[chromium]","tests.search_bar.advanced_search","Tue Aug 05 20:13:17 GMT 2025","broken","Tue Aug 05 20:13:17 GMT 2025","TestTitlesSearch2","titles_search2_test","",""
"","0","test_add_new_list_video[chromium]","tests.watchlist.your_list","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestAddNewListVideo","add_new_list_video_test","",""
"","0","test_search_by_celebs_category[chromium]","tests.search_bar","Tue Aug 05 20:13:17 GMT 2025","broken","Tue Aug 05 20:13:17 GMT 2025","TestSearchByCelebsCategory","search_by_celebs_category_test","",""
"","0","test_add_new_watchlist[chromium]","tests.watchlist.your_list","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestAddActorTolist","create_people_list_add_person_test","",""
"","0","test_add_movie_from_top10_to_watchlist[chromium]","tests.watchlist","Tue Aug 05 20:13:20 GMT 2025","broken","Tue Aug 05 20:13:20 GMT 2025","TestAddMovieFromTop10ToWatchlist","add_movie_from_top10_to_watchlist_test","",""
"","0","test_your_list[chromium]","tests.top_nav_bar.account_menu","Tue Aug 05 20:13:19 GMT 2025","broken","Tue Aug 05 20:13:19 GMT 2025","TestYourProfile","your_profile_test","",""
